faculty_name,department_name,member_name,profile_url
Faculty of Arts,Anthropology,André Czegledy,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/andre-czegledy/index.html
Faculty of Arts,Anthropology | Cultural Analysis and Social Theory,Natasha Pravaz,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/natasha-pravaz/index.html
Faculty of Arts,Anthropology | Global Studies,Tanya Richardson,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/tanya-richardson/index.html
Faculty of Arts,Anthropology,Christina Woolner,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/christina-woolner/index.html
Faculty of Arts,Archaeology and Heritage Studies,Creighton Avery,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/creighton-avery/index.html
Faculty of Arts,Archaeology and Heritage Studies,Scott Gallimore,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/scott-gallimore/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies | Women and Gender Studies",Alexandra Boutros,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/alexandra-boutros/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Shaunasea Brown,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/shaunasea-brown/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Colleen Daniher,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/colleen-daniher/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Greig de Peuter,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/greig-de-peuter/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Elin Edwards,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/elin-edwards/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Jonathan Finn,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jonathan-finn/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies | Women and Gender Studies",Jenna Hennebry,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jenna-l-hennebry/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Andrew Herman,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/andrew-herman/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Jeff Heydon,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jeff-heydon/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Jeremy Hunsinger,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jeremy-hunsinger/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies | Cultural Analysis and Social Theory | Women and Gender Studies",Penelope Ironstone,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/penelope-ironstone/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Barbara Jenkins,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/barbara-jenkins/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Sara Matthews,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/sara-matthews/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Jade Miller,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jade-l-miller/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Judith Nicholson,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/judith-a-nicholson/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies | Cultural Analysis and Social Theory | Women and Gender Studies",H. F. Pimlott,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/hillary-pimlott/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Nathan Rambukkana,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/nathan-rambukkana/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Ian Roderick,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/ian-roderick/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Sananda Sahoo,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/sananda-sahoo/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",M. Carl Simpson,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/carl-simpson/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Lindsay Thistle,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/lindsay-thistle/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Neal Thomas,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/neal-thomas/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",Peter Urquhart,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/peter-urquhart/index.html
Faculty of Arts,"Communication Studies, and Cultural Studies",James Stinson,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/james-stinson/index.html
Faculty of Arts,Cultural Analysis and Social Theory | Sociology,Greg Bird,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/greg-bird/index.html
Faculty of Arts | Faculty of Liberal Arts,Cultural Analysis and Social Theory | Law and Society | Social Justice and Community Engagement (MA),Marcia Oliver,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/marcia-oliver/index.html
Faculty of Arts | Faculty of Liberal Arts,Cultural Analysis and Social Theory | Youth and Children's Studies,Edward Shizha,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/edward-shizha/index.html
Faculty of Arts,Cultural Analysis and Social Theory | Global Studies,Alicia Sliwinski,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/alicia-sliwinski/index.html
Faculty of Arts,Cultural Analysis and Social Theory | Languages and Literatures,Milo Sweedler,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/milo-sweedler/index.html
Faculty of Arts | Faculty of Liberal Arts,Cultural Analysis and Social Theory | User Experience Design,Kenneth Werbin,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/kenneth-werbin/index.html
Faculty of Arts,Cultural Analysis and Social Theory | Religion and Culture | Sociology,Jasmin Zine,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jasmin-zine/index.html
Faculty of Arts,English and Film Studies,Sandra Annett,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/sandra-annett/index.html
Faculty of Arts,English and Film Studies,Andrea Austin,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/andrea-austin/index.html
Faculty of Arts,English and Film Studies,Katherine Bell,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/katherine-bell/index.html
Faculty of Arts,English and Film Studies,Jing Jing Chang,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jing-jing-chang/index.html
Faculty of Arts,English and Film Studies,Andrea Davis,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/andrea-davis/index.html
Faculty of Arts,English and Film Studies,Tamas Dobozy,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/tamas-dobozy/index.html
Faculty of Arts,English and Film Studies,Philippa Gates,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/philippa-gates/index.html
Faculty of Arts,English and Film Studies,Madelaine Hron,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/madelaine-hron/index.html
Faculty of Arts,English and Film Studies,Dru Jeffries,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/dru-jeffries/index.html
Faculty of Arts,English and Film Studies,Jenny Kerber,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jenny-kerber/index.html
Faculty of Arts,English and Film Studies,Russell Kilbourn,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/russell-kilbourn/index.html
Faculty of Arts,English and Film Studies,Benjamin Lefebvre,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/benjamin-lefebvre/index.html
Faculty of Arts,English and Film Studies,Tanis MacDonald,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/tanis-macdonald/index.html
Faculty of Arts,English and Film Studies,Meelad Moaphi,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/meelad-moaphi/index.html
Faculty of Arts,English and Film Studies,Richard Nemesvari,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/richard-nemesvari/index.html
Faculty of Arts,English and Film Studies,Glen Norton,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/glen-norton/index.html
Faculty of Arts,English and Film Studies,Zainab Ayoza Omaki,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/zainab-ayoza-omaki/index.html
Faculty of Arts,English and Film Studies,Mariam Pirbhai,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/mariam-pirbhai/index.html
Faculty of Arts,English and Film Studies,Markus Poetzsch,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/markus-poetzsch/index.html
Faculty of Arts,English and Film Studies,Katherine Spring,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/katherine-spring/index.html
Faculty of Arts,English and Film Studies,Jeffrey Thompson,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jeffrey-thompson/index.html
Faculty of Arts,English and Film Studies,Eleanor Ty,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/eleanor-ty/index.html
Faculty of Arts,English and Film Studies,Emily Urquhart,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/emily-urquhart/index.html
Faculty of Arts,English and Film Studies,Lauren Weindling,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/lauren-weindling/index.html
Faculty of Arts,English and Film Studies,Bruce Wyse,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/bruce-wyse/index.html
Faculty of Arts,English and Film Studies,Robin Waugh,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/robin-waugh/index.html
Faculty of Arts,English and Film Studies,Lynn Shakinovsky,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/lynn-shakinovsky/index.html
Faculty of Arts,Global Studies,Ehaab D. Abdou,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/ehaab-abdou/index.html
Faculty of Arts,Global Studies,Joanne Benham-Rennick,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/joanne-benham-rennick/index.html
Faculty of Arts,Global Studies,Tom Deligiannis,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/tom-deligiannis/index.html
Faculty of Arts,Global Studies,Timothy Donais,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/timothy-donais/index.html
Faculty of Arts,Global Studies,John Boye Ejobowah,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/john-boye-ejobowah/index.html
Faculty of Arts,Global Studies,Chad Hillier,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/harold-chad-hillier/index.html
Faculty of Arts | Faculty of Science,Global Studies | Geography and Environmental Studies,Alex Latta,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/alex-latta/index.html
Faculty of Arts,Global Studies | Religion and Culture,Ali Zaidi,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/ali-hassan-zaidi/index.html
Faculty of Arts,Global Studies | Women and Gender Studies,Shahnaz Khan,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/shahnaz-khan/index.html
Faculty of Arts,Global Studies | Religion and Culture,Edmund Pries,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/edmund-pries/index.html
Faculty of Arts,"History, Ancient Studies | Religion and Culture",Gavin Brockett,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/gavin-brockett/index.html
Faculty of Arts,"History, Ancient Studies",Blaine Chiasson,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/blaine-chiasson/index.html
Faculty of Arts,"History, Ancient Studies",Adam Crerar,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/adam-crerar/index.html
Faculty of Arts,"History, Ancient Studies",Darryl Dee,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/darryl-dee/index.html
Faculty of Arts,"History, Ancient Studies",Karljürgen Feuerherm,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/karljurgen-feuerherm/index.html
Faculty of Arts,"History, Ancient Studies",Judith Fletcher,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/judith-fletcher/index.html
Faculty of Arts,"History, Ancient Studies",Leonard Friesen,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/leonard-friesen/index.html
Faculty of Arts,"History, Ancient Studies",Jeff Grischow,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jeff-grischow/index.html
Faculty of Arts,"History, Ancient Studies",Mark Humphries,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/mark-humphries/index.html
Faculty of Arts,"History, Ancient Studies",Lianne Leddy,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/lianne-c-leddy/index.html
Faculty of Arts,"History, Ancient Studies",Amy Milne-Smith,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/amy-milne-smith/index.html
Faculty of Arts,"History, Ancient Studies",David Monod,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/david-monod/index.html
Faculty of Arts,"History, Ancient Studies | North American Studies",Darren Mulloy,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/darren-mulloy/index.html
Faculty of Arts,"History, Ancient Studies",Susan Neylan,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/susan-neylan/index.html
Faculty of Arts,"History, Ancient Studies | Medieval and Medievalism Studies",Chris L. Nighman,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/chris-l-nighman/index.html
Faculty of Arts,"History, Ancient Studies",Eva Plach,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/eva-plach/index.html
Faculty of Arts,"History, Ancient Studies",David Smith,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/david-smith/index.html
Faculty of Arts,"History, Ancient Studies | North American Studies",Kevin A. Spooner,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/kevin-spooner/index.html
Faculty of Arts,"History, Ancient Studies",Eric Story,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/eric-story/index.html
Faculty of Arts,"History, Ancient Studies",Dana Elizabeth Weiner,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/dana-elizabeth-weiner/index.html
Faculty of Arts,Languages and Literatures,Mihaiela Despau,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/mihaiela-despau/index.html
Faculty of Arts,Languages and Literatures,Nathalie Freidel,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/nathalie-freidel/index.html
Faculty of Arts,Languages and Literatures,Jane Newland,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jane-newland/index.html
Faculty of Arts,Languages and Literatures,Simona Pruteanu,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/simona-emilia-pruteanu/index.html
Faculty of Arts,Languages and Literatures,Marc Olivier Reid,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/marc-olivier-reid/index.html
Faculty of Arts,Languages and Literatures | North American Studies,Katherine Ann Roberts,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/katherine-roberts/index.html
Faculty of Arts,Languages and Literatures,John W. Schwieter,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/john-w-schwieter/index.html
Faculty of Arts,Languages and Literatures,Monica Stellin,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/monica-stellin/index.html
Faculty of Arts,Languages and Literatures,Alexandra Zimmermann,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/alexandra-zimmermann/index.html
Faculty of Arts,North American Studies | Political Science,Chris Anderson,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/christopher-g-anderson/index.html
Faculty of Arts,North American Studies | Political Science,Jörg Broschek,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jorg-broschek/index.html
Faculty of Arts,North American Studies | Sociology,Lucy Luccisano,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/lucy-luccisano/index.html
Faculty of Arts,North American Studies,Bina Mehta,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/bina-mehta/index.html
Faculty of Arts,North American Studies | Political Science,Brian Tanguay,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/brian-tanguay/index.html
Faculty of Arts,North American Studies | Political Science,Debora VanNijnatten,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/debora-vannijnatten/index.html
Faculty of Arts,Philosophy,Kathy Behrendt,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/kathy-behrendt/index.html
Faculty of Arts,Philosophy,Neil Campbell,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/neil-campbell/index.html
Faculty of Arts,Philosophy,Gary Foster,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/gary-foster/index.html
Faculty of Arts,Philosophy,Rebekah Johnston,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/rebekah-johnston/index.html
Faculty of Arts,Philosophy,Christinia Landry,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/christinia-landry/index.html
Faculty of Arts,Philosophy,Ashwani Peetush,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/ashwani-peetush/index.html
Faculty of Arts,Philosophy,Jill Rusin,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jill-rusin/index.html
Faculty of Arts,Philosophy,Byron Williston,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/byron-williston/index.html
Faculty of Arts,Philosophy,Renato Cristi,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/renato-cristi/index.html
Faculty of Arts,Political Science | Women and Gender Studies,Andrea M. Brown,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/andrea-m-brown/index.html
Faculty of Arts,Political Science,Alistair Edgar,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/alistair-edgar/index.html
Faculty of Arts,Political Science,Patricia Goff,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/patricia-goff/index.html
Faculty of Arts,Political Science,Dejan Guzina,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/dejan-guzina/index.html
Faculty of Arts,Political Science,Derek Hall,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/derek-hall/index.html
Faculty of Arts,Political Science,Loren King,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/loren-king/index.html
Faculty of Arts,Political Science,Audra Mitchell,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/audra-mitchell/index.html
Faculty of Arts,Political Science,Andrea Perrella,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/andrea-perrella/index.html
Faculty of Arts,Political Science,Laura Pin,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/laura-pin/index.html
Faculty of Arts,Political Science,Jason Roy,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jason-roy/index.html
Faculty of Arts,Political Science,Kim Rygiel,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/kim-rygiel/index.html
Faculty of Arts,Political Science | Women and Gender Studies,Izabela Steflja,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/izabela-steflja/index.html
Faculty of Arts,Political Science,Rhoda Howard-Hassmann,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/rhoda-e-howard-hassmann/index.html
Faculty of Arts,Political Science,Thomas O. Hueglin,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/thomas-o-hueglin/index.html
Faculty of Arts,Political Science,Rianne Mahon,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/rianne-mahon/index.html
Faculty of Arts,Political Science,Yasmine Shamsie,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/yasmine-shamsie/index.html
Faculty of Arts,Religion and Culture,Abderrahman Beggar,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/abderrahman-beggar/faculty_arts_abderrahman_beggar.jpg
Faculty of Arts,Religion and Culture,Kevin Burrell,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/kevin-burrell/index.html
Faculty of Arts,Religion and Culture,Carol B. Duncan,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/carol-duncan/index.html
Faculty of Arts,Religion and Culture,Erich Fox Tree,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/erich-fox-tree/index.html
Faculty of Arts,Religion and Culture,Ashley Lebner,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/ashley-lebner/index.html
Faculty of Arts,Religion and Culture,Jason Neelis,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jason-neelis/index.html
Faculty of Arts,Religion and Culture,Meena Sharify-Funk,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/meena-sharify-funk/index.html
Faculty of Arts,Religion and Culture,Michel Desjardins,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/michel-desjardins/index.html
Faculty of Arts,Religion and Culture,Paul Freston,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/paul-freston/index.html
Faculty of Arts,Religion and Culture,Christopher F. J. Ross,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/christopher-f-j-ross/index.html
Faculty of Arts,Sociology,Jeffrey P. Aguinaldo,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/jeffrey-p-aguinaldo/index.html
Faculty of Arts,Sociology,Richard Christy,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/richard-d-christy/index.html
Faculty of Arts,Sociology,Christine Knott,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/christine-knott/index.html
Faculty of Arts,Sociology,Qian Wei,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/qian-wei/index.html
Faculty of Arts,Sociology,Linda Quirke,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/linda-quirke/index.html
Faculty of Arts,Sociology,Dana Sawchuk,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/dana-sawchuk/index.html
Faculty of Arts,Sociology,Garry Potter,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/garry-potter/index.html
Faculty of Arts,Sociology,Glenda Wall,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/glenda-wall/index.html
Faculty of Arts | Faculty of Human and Social Sciences,Women and Gender Studies | Criminology,Stacey Hannem,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/stacey-hannem/index.html
